Województwo;Miejscowoœæ;Kod punktu pomiarowego;Nazwa punktu pomiarowego;Wspó³rz. pp WGS84 (d³. geogr.);Wspó³rz. pp WGS84 (szer. geogr.);Cel pomiaru;Data rozpoczêcia;Data zakoñczenia;Nazwa odcinka drogi;Czas odniesienia;Laeq po korekcie [dB]
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;54
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;54,6
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;57,4
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;57,8
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;57,9
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;58,4
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.05.2020 22:00;23.09.2020 06:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Noc 8h;58,6
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;58,6
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;60,2
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;60,8
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;62,8
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;62,9
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;63,4
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 12h;63,6
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;59
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;59,8
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;60,4
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;62,2
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;62,4
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;62,7
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;62,8
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Dzieñ 16h;63,1
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;58,5
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;59,2
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;59,8
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;60,1
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;60,2
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;60,3
wielkopolskie;Jaraczewo;D_30_000397_001;P1 Jaraczewo Jarociñska 24;17,3055;51,970639;Pañstwowy monitoring œrodowiska, art. 26 Poœ;21.05.2020 06:00;22.09.2020 22:00;Jaraczewo, ul.Jarociñska 24, DK 12 odcinek Rynek - ul.Kaliska;Wieczór 4h;60,8
wielkopolskie;Kowanówko;D_30_000381_001;droga krajowa nr 11 w Kowanówku, ul. Obornicka przy ul. G³ogowej, PPH07;16,855986;52,672325;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.05.2020 06:00;21.05.2020 06:00;droga krajowa nr 11 w Kowanówku,ul. Obornicka, odc. ul. Przyjació³ Dziecii - ul. Sosnowa,  km 26+300;Dzieñ 16h;73,9
wielkopolskie;Kowanówko;D_30_000381_001;droga krajowa nr 11 w Kowanówku, ul. Obornicka przy ul. G³ogowej, PPH07;16,855986;52,672325;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.05.2020 06:00;21.05.2020 06:00;droga krajowa nr 11 w Kowanówku,ul. Obornicka, odc. ul. Przyjació³ Dziecii - ul. Sosnowa,  km 26+300;Noc 8h;69,9
wielkopolskie;Ko³o;D_30_000382_001;P9 - Ko³o ul. Blizna 22a;18,637222;52,205222;Pañstwowy monitoring œrodowiska, art. 26 Poœ;07.10.2020 06:00;07.10.2020 22:00;"Ko³o ul.Blizna, odc. ul. Ks. Opa³ki/ Wojciechowskiego - ul. Wroc³awska; droga powiatowa 3446P w Kole";Dzieñ 16h;66,9
wielkopolskie;Ko³o;D_30_000382_001;P9 - Ko³o ul. Blizna 22a;18,637222;52,205222;Pañstwowy monitoring œrodowiska, art. 26 Poœ;07.10.2020 22:00;08.10.2020 06:00;"Ko³o ul.Blizna, odc. ul. Ks. Opa³ki/ Wojciechowskiego - ul. Wroc³awska; droga powiatowa 3446P w Kole";Noc 8h;60,9
wielkopolskie;Ko³o;D_30_000384_001;P8 ul. Broniewskiego 21 Ko³o;18,636278;52,201417;Pañstwowy monitoring œrodowiska, art. 26 Poœ;02.11.2020 22:00;03.11.2020 06:00;Ko³o, ul. Broniewskiego, odc. ul. 20 stycznia - ul. Wojciechowskiego droga powiatowa 3447P w Kole;Noc 8h;50,4
wielkopolskie;Ko³o;D_30_000384_001;P8 ul. Broniewskiego 21 Ko³o;18,636278;52,201417;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.11.2020 06:00;03.11.2020 22:00;Ko³o, ul. Broniewskiego, odc. ul. 20 stycznia - ul. Wojciechowskiego droga powiatowa 3447P w Kole;Dzieñ 16h;59
wielkopolskie;Ko³o;D_30_000385_001;P7 ul. Toruñska 73, Ko³o;18,62925;52,201778;Pañstwowy monitoring œrodowiska, art. 26 Poœ;05.11.2020 06:00;05.11.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Kolejowa - ul.Broniewskiego, droga powiatowa 3205P w Kole;Dzieñ 16h;65,9
wielkopolskie;Ko³o;D_30_000385_001;P7 ul. Toruñska 73, Ko³o;18,62925;52,201778;Pañstwowy monitoring œrodowiska, art. 26 Poœ;05.11.2020 22:00;06.11.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Kolejowa - ul.Broniewskiego, droga powiatowa 3205P w Kole;Noc 8h;59,9
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;53,2
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;54,2
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;55,6
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;57,7
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;58
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;58,2
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;58,5
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;03.06.2020 22:00;08.09.2020 06:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Noc 8h;58,9
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;60,1
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;60,8
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;61,5
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;62
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;62,1
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;62,9
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 12h;63,6
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;60,2
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;60,6
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;61,6
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;61,7
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;62,4
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;63,1
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Dzieñ 16h;63,2
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Wieczór 4h;60
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Wieczór 4h;60,2
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Wieczór 4h;60,6
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Wieczór 4h;61,3
wielkopolskie;Ko³o;D_30_000393_001;P10 Ko³o ul. Toruñska 140;18,619667;52,209056;Pañstwowy monitoring œrodowiska, art. 26 Poœ;04.06.2020 06:00;07.09.2020 22:00;Ko³o, ul.Toruñska, odc. ul. Œlusarska - ul. Towarowa, droga powiatowa 3205P w Kole;Wieczór 4h;61,4
wielkopolskie;Krotoszyn;D_30_000389_001;Krotoszyn, dr.krajowa nr 36, ul. Witosa 53, PPH16;17,446431;51,700528;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);08.07.2020 22:00;09.07.2020 22:00;droga krajowa nr 36 w Krotoszynie, km 119+500;Dzieñ 16h;65,8
wielkopolskie;Krotoszyn;D_30_000389_001;Krotoszyn, dr.krajowa nr 36, ul. Witosa 53, PPH16;17,446431;51,700528;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);08.07.2020 22:00;09.07.2020 22:00;droga krajowa nr 36 w Krotoszynie, km 119+500;Noc 8h;61,3
wielkopolskie;K¹kolewo;D_30_000401_001;P6 K¹kolewo;16,6925;51,862611;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.10.2020 06:00;29.10.2020 22:00;DK 12 K¹kolewo odcinek ul. Sosnowa/Przemys³owa - ul. Rydzyñska/Krzywiñska;Dzieñ 16h;64,4
wielkopolskie;K¹kolewo;D_30_000401_001;P6 K¹kolewo;16,6925;51,862611;Pañstwowy monitoring œrodowiska, art. 26 Poœ;29.10.2020 22:00;30.10.2020 06:00;DK 12 K¹kolewo odcinek ul. Sosnowa/Przemys³owa - ul. Rydzyñska/Krzywiñska;Noc 8h;57,1
wielkopolskie;Kórnik;D_30_000378_001;dr. krajowa S-11 na wys.ul. Matejki w  Kórniku, km 13+332;17,101067;52,252139;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);01.10.2020 22:00;02.10.2020 22:00;droga krajowa S-11, odc.ul. Wróblewskiego- wêze³ Kórnik- Po³udnie;Dzieñ 16h;76,9
wielkopolskie;Kórnik;D_30_000378_001;dr. krajowa S-11 na wys.ul. Matejki w  Kórniku, km 13+332;17,101067;52,252139;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);01.10.2020 22:00;02.10.2020 22:00;droga krajowa S-11, odc.ul. Wróblewskiego- wêze³ Kórnik- Po³udnie;Noc 8h;72
wielkopolskie;Mroczeñ;D_30_000390_001;Mroczeñ, droga krajowa nr 39, km 109+315, na wys. posesji nr 58b, PPH17;17,990608;51,228569;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);29.07.2020 22:00;30.07.2020 22:00;droga krajowa nr 39w m. Mroczeñ, km 109+315;Dzieñ 16h;65,8
wielkopolskie;Mroczeñ;D_30_000390_001;Mroczeñ, droga krajowa nr 39, km 109+315, na wys. posesji nr 58b, PPH17;17,990608;51,228569;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);29.07.2020 22:00;30.07.2020 22:00;droga krajowa nr 39w m. Mroczeñ, km 109+315;Noc 8h;60,5
wielkopolskie;Nowe Kamienice;D_30_000245_004;P1 Nowe Kamienice 8 2020;17,874944;51,633333;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;15.09.2020 06:00;16.09.2020 06:00;Droga ekspresowa S-11 Poznañ- Kepno-granica województwa na odcinku obwodnicy Ostrowa Wlkp. etap II pomiêdzy ul.Grabowsk¹ a ul. 700-lecia Wsi, na wys. ul. Olszynowej;Dzieñ 16h;47,3
wielkopolskie;Nowe Kamienice;D_30_000245_004;P1 Nowe Kamienice 8 2020;17,874944;51,633333;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;15.09.2020 06:00;16.09.2020 06:00;Droga ekspresowa S-11 Poznañ- Kepno-granica województwa na odcinku obwodnicy Ostrowa Wlkp. etap II pomiêdzy ul.Grabowsk¹ a ul. 700-lecia Wsi, na wys. ul. Olszynowej;Noc 8h;47,3
wielkopolskie;Ostrzeszów;D_30_000380_001;roga kraj. nr 11 w Ostrzeszowie,km 428+600, Al.Wojska Polskiego, na wys. Osiedle Zamkowe 22, PP08;17,919031;51,430842;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);08.07.2020 22:00;09.07.2020 22:00;droga krajowa nr 11 w Ostrzeszowie, km 428+600;Dzieñ 16h;68,3
wielkopolskie;Ostrzeszów;D_30_000380_001;roga kraj. nr 11 w Ostrzeszowie,km 428+600, Al.Wojska Polskiego, na wys. Osiedle Zamkowe 22, PP08;17,919031;51,430842;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);08.07.2020 22:00;09.07.2020 22:00;droga krajowa nr 11 w Ostrzeszowie, km 428+600;Noc 8h;67,4
wielkopolskie;Piaski;D_30_000398_001;P3 Piaski ul. Warszawska 67;17,085083;51,886194;Pañstwowy monitoring œrodowiska, art. 26 Poœ;19.10.2020 22:00;20.10.2020 06:00; DK 12 Piaski ul.Warszawska 67,odcinek ul. Grunwaldzka/ul. Wschodnia - do granicy miejscowoœci;Noc 8h;62,1
wielkopolskie;Piaski;D_30_000398_001;P3 Piaski ul. Warszawska 67;17,085083;51,886194;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.10.2020 06:00;20.10.2020 22:00; DK 12 Piaski ul.Warszawska 67,odcinek ul. Grunwaldzka/ul. Wschodnia - do granicy miejscowoœci;Dzieñ 16h;68,2
wielkopolskie;Puszczykowo;D_30_000220_002;Puszczykowo, dr woj. nr 430, przy ul. Dzia³kowej 15;16,854639;52,290583;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;21.05.2020 06:00;22.05.2020 06:00;droga woj. nr 430, Puszczykowo, odc. Lipowa- Podgórna;Dzieñ 16h;61,3
wielkopolskie;Puszczykowo;D_30_000220_002;Puszczykowo, dr woj. nr 430, przy ul. Dzia³kowej 15;16,854639;52,290583;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;21.05.2020 06:00;22.05.2020 06:00;droga woj. nr 430, Puszczykowo, odc. Lipowa- Podgórna;Noc 8h;56
wielkopolskie;Skalmierzyce;D_30_000387_001;Skalmierzyce, dr. krajowa 25, PPH14;17,964422;51,705472;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 06:00;17.06.2020 06:00;droga krajowa nr 25 w Skalmierzycach, km. 007+050;Dzieñ 16h;75,1
wielkopolskie;Skalmierzyce;D_30_000387_001;Skalmierzyce, dr. krajowa 25, PPH14;17,964422;51,705472;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 06:00;17.06.2020 06:00;droga krajowa nr 25 w Skalmierzycach, km. 007+050;Noc 8h;70,6
